,0
1654,Gm50035
1655,Itih3
1656,Kif5b
1657,Pla2r1
1658,F11r
1659,Atrn
1660,Ctnna3
1661,Casp4
1662,Ttc9b
1663,Depp1
1664,Cyp2j12
1665,Hk2
1666,Ppig
1667,Zcchc7
1668,Eif1b
1669,Hras
1670,Fus
1671,Sdk1
1672,Kcna2
1673,Sh3bgrl3
1674,Purg
1675,Msra
1676,Tnrc6a
1677,Rapgef5
1678,C030005K06Rik
1679,Ogfrl1
1680,Klhl6
1681,Scamp5
1682,Calr
1683,Rcsd1
1684,Gm29071
1685,BC035044
1686,Ecscr
1687,Tnfaip8l2
1688,Reep1
1689,Pkp4
1690,Lyz2
1691,Eif5b
1692,Fbxl16
1693,Gabrg2
1694,Gucy1a2
1695,Syt16
1696,Ank
1697,Cntn6
1698,Casc4
1699,Clcn3
1700,Ccdc85a
1701,Fcgr1
1702,Rhox2b
1703,A630001G21Rik
1704,Id2
1705,Fam172a
1706,Ephb1
1707,Nisch
1708,Nid1
1709,Ano1
1710,Reps2
1711,Gngt2
1712,Acss3
1713,Nap1l1
1714,Ehbp1
1715,1700047M11Rik
1716,Tafa5
1717,Pla1a
1718,Nyap2
1719,Pard3b
1720,Gm12185
1721,1700024G13Rik
1722,Hsbp1
1723,Pde8b
1724,Ndufb9
1725,Ptges3
1726,Pdzph1
1727,Gm41386
1728,Arap2
1729,Chn2
1730,Klf7
1731,Gata2
1732,Maml3
1733,Sema6a
1734,Gltp
1735,Lhfp
1736,Ccl24
1737,Camkk2
1738,Crip1
1739,Tgfb1
1740,Mprip
1741,Zranb2
1742,Eef1b2
1743,9330159F19Rik
1744,Kif5a
1745,Plcxd3
1746,Trim59
1747,Ube2d3
1748,Fzd6
1749,Wfdc6a
1750,Selenok
1751,Chd7
1752,Cd38
1753,Clec4a3
1754,Cd9
1755,Mmd
1756,Ano4
1757,Fam49b
1758,Timm8b
1759,Fmnl2
1760,Inmt
1761,A330076C08Rik
1762,Cdh11
1763,Ccr1l1
1764,Cd82
1765,Rprml
1766,Dapk1
1767,Wac
1768,Dync1i2
1769,Gm13536
1770,Pmp22
1771,Agtpbp1
1772,Itgb5
1773,Dpyd
1774,Clstn3
1775,Atf2
1776,Nefl
1777,Cacna1b
1778,Phf20l1
1779,Mif
1780,Phkg1
1781,Tbx1
1782,Bmpr2
1783,Ebf3
1784,Tuba1b
1785,Morf4l2
1786,B4galt6
1787,Ube2k
1788,Zc3h15
1789,Carhsp1
1790,Dbx2
1791,Ubr3
1792,Farp1
1793,Gnl3l
1794,Gm37937
1795,Aig1
1796,Six3
1797,Psip1
1798,Cycs
1799,Ndufb8
1800,Rtl8a
1801,Bex3
1802,Cask
1803,9530059O14Rik
1804,Bmp4
1805,Nhs
1806,Ghitm
1807,Vti1b
1808,Foxs1
1809,Phlpp1
1810,Sirpa
1811,Nudt3
1812,Tmem130
1813,Trappc6b
1814,Tgm2
1815,Srrm3
1816,Adcy8
1817,Arnt2
1818,Phf24
1819,Gm4871
1820,Gm12801
1821,Maf
1822,Ifi211
1823,Gm44929
1824,Fcrl1
1825,Golgb1
1826,Hoxd11
1827,Vti1a
1828,Hcls1
1829,Slc38a1
1830,Rgs5
1831,Rasal3
1832,Atp5mpl
1833,Prkcd
1834,Ahcyl2
1835,Msn
1836,Dcn
1837,Plekhg3
1838,Gramd1b
1839,Rgcc
1840,Prelp
1841,Atp6v1c1
1842,Cep112
1843,Atp5g3
1844,Tmem45a
1845,Gabarapl2
1846,Sall3
1847,Sfrp5
1848,Gm42601
1849,Ncoa2
1850,C130071C03Rik
1851,Cbx3
1852,Dapp1
1853,Slc35f4
1854,Calb1
1855,S100a1
1856,Mfsd2a
1857,Ildr2
1858,Dlx6os1
1859,Slc7a2
1860,Hnrnpa1
1861,Ptp4a2
1862,Clec5a
1863,Sez6l2
1864,Pdap1
1865,Gcnt1
1866,Irf5
1867,Nr2f2
1868,Clec4a2
1869,Me3
1870,1700124M09Rik
1871,Kcnk2
1872,Rhob
1873,Nwd2
1874,Grik3
1875,Zfp638
1876,Mpped2
1877,Setd5
1878,Fis1
1879,Gm13583
1880,Ptpn4
1881,Soga3
1882,Cgnl1
1883,Aopep
1884,Myorg
1885,Svop
1886,1700108N06Rik
1887,Cbs
1888,Atp6v1f
1889,Arid1b
1890,Atp1b2
1891,Pik3r1
1892,Trps1
1893,Arid4b
1894,Nodal
1895,Arpc2
1896,Clvs1
1897,Tom1l2
1898,Srp9
1899,Tlr13
1900,Garnl3
1901,Shank2
1902,Sept8
1903,Eif4h
1904,Arih1
1905,Lilra5
1906,Shisa6
1907,Hsp90b1
1908,Camk2g
1909,Apbb2
1910,Itfg1
1911,Lgi1
1912,Fcgrt
1913,Zfp521
1914,Ccl6
1915,Foxb1
1916,Gm609
1917,AU020206
1918,Cav1
1919,Eif5
1920,Cab39
1921,Arhgap31
1922,Arl8b
1923,Hspe1
1924,Rlbp1
1925,Ccm2l
1926,Clic1
1927,Fign
1928,Disp2
1929,Sfta3-ps
1930,Hsph1
1931,Zbtb18
1932,Satb1
1933,Syt13
1934,Chrm2
1935,1110051M20Rik
1936,Otp
1937,Shisa4
1938,Wasf1
1939,Adora3
1940,Prkcz
1941,A330023F24Rik
1942,Fbxo11
1943,Rhog
1944,S100a13
1945,Nr3c1
1946,Glul
1947,Herc2
1948,Cisd1
1949,Tns3
1950,Rac2
1951,Efr3a
1952,Ftx
1953,Slc25a21
1954,Ktn1
1955,A330087D11Rik
1956,B230219D22Rik
1957,Spire1
1958,Gm28746
1959,Gm47754
1960,Wdr7
1961,Bclaf1
1962,Rab1a
1963,Fstl5
1964,Kmt2c
1965,Xkr6
1966,Tgfbr2
1967,Stmn4
1968,Sprr2h
1969,Nr3c2
1970,Xylt1
1971,Jph4
1972,Gm26632
1973,Arl3
1974,Bag1
1975,Gramd3
1976,Zdhhc14
1977,Esam
1978,Fas
1979,Casp8
1980,Serpinh1
1981,AI593442
1982,Lrrc25
1983,Galnt18
1984,Zfp365
1985,2900052N01Rik
1986,Phf14
1987,Heyl
1988,Gm11487
1989,Gm16063
1990,Ror1
1991,Zfp148
1992,Nfat5
1993,Slc11a1
1994,Zyg11b
1995,Specc1
1996,Osm
1997,Mast3
1998,Pax6
1999,1810037I17Rik
2000,Mllt10
2001,Nrsn2
2002,Fabp7
2003,Scamp1
2004,Ctla2b
2005,Lin7a
2006,Tifab
2007,Dzank1
2008,Enpp2
2009,Tcstv1
2010,Il7r
2011,Diaph2
2012,Ms4a6b
2013,Neurod2
2014,Mat2a
2015,Srgap2
2016,Ccdc190
2017,Nsd3
2018,Nipbl
2019,Wwtr1
2020,D8Ertd738e
2021,Col1a2
2022,Fam49a
2023,Chst1
2024,Tspan3
2025,Dock9
2026,Srsf11
2027,A330076H08Rik
2028,Phldb1
2029,Gm26510
2030,Mgll
2031,1500011B03Rik
2032,Ntn1
2033,Ap2a2
2034,Sltm
2035,Eva1b
2036,Glg1
2037,Pax3
2038,Pcm1
2039,Adam20
2040,Nme1
2041,Tia1
2042,Tpm1
2043,Sel1l
2044,Acp1
2045,Chgb
2046,Ttc19
2047,6530403H02Rik
2048,Pear1
2049,Csf2rb
2050,Lmbrd1
2051,Hectd4
2052,Parp14
2053,Dnm1l
2054,Cntnap4
2055,Hhex
2056,Six1
2057,Huwe1
2058,Clec2i
2059,Klhdc10
2060,Nudcd3
2061,Zcrb1
2062,Ahcyl1
2063,Snx3
2064,Megf11
2065,Ddx24
2066,Clec4a1
2067,Rab7
2068,Ighj4
2069,Paip2
2070,Pum1
2071,Ttc7b
2072,Gm20713
2073,Pdgfrb
2074,Cnih2
2075,Sox9
2076,Dusp3
2077,Rnasek
2078,Wnk1
2079,Gm26740
2080,Lmx1a
2081,Aif1
2082,Larp4b
2083,Gnai1
2084,Pde2a
2085,Cyp2d22
2086,Ppm1h
2087,Myl6
2088,Tcf20
2089,Gnal
2090,Gmfg
2091,Tnfsf10
2092,Tagln3
2093,Stx1a
2094,Zfand5
2095,Hrct1
2096,Elf4
2097,Pabpn1
2098,Sms
2099,Ralbp1
2100,A830008E24Rik
2101,Car5a
2102,March6
2103,Tlr12
2104,Ccl8
2105,Cryba4
2106,Wdfy4
2107,Rnf150
2108,Phactr3
2109,Grcc10
2110,Srgap1
2111,Cpa6
2112,Atp6v1g1
2113,Akr1a1
2114,Nlrp1a
2115,Gm2245
2116,Ang
2117,Ube2d2a
2118,Abhd12
2119,Gm49010
2120,Fnbp1
2121,Rin3
2122,Gm48614
2123,Folh1
2124,Gm28352
2125,Phyhip
2126,St6galnac3
2127,Ubash3b
2128,Ms4a6d
2129,Bcas3
2130,Usp32
2131,Ankub1
2132,Man1a2
2133,Mllt3
2134,Mob3b
2135,Dnajc1
2136,Gm10076
2137,Ndufa6
2138,Npm1
2139,Saa1
2140,Plxnb3
2141,Cd300a
2142,Dnajb14
2143,Adam23
2144,Gfap
2145,Rimbp2
2146,Il1rap
2147,Gm26917
2148,Dnajb6
2149,Arf5
2150,Tomm7
2151,Slfn8
2152,Gng13
2153,Bcl2a1a
2154,Zfyve9
2155,Capza2
2156,Cd48
2157,B230334C09Rik
2158,Rev3l
2159,Ifi203
2160,Ccl2
2161,Pard3
2162,Tspyl1
2163,Gpr20
2164,Add2
2165,Lilr4b
2166,Camkv
2167,Hck
2168,Gm21721
2169,Caprin1
2170,Timm13
2171,Ggta1
2172,Pbx3
2173,Hs3st2
2174,Gm35154
2175,Neurod6
2176,Snap47
2177,Arhgef26
2178,Xpr1
2179,Abat
2180,Acap2
2181,Gm33858
2182,Pilra
2183,Gsn
2184,Rangap1
2185,Ndufa7
2186,Themis2
2187,Npsr1
2188,Slc38a5
2189,Peg13
2190,Bst2
2191,Gm38843
2192,Nrip3
2193,Cyp4f15
2194,Micos10
2195,Tbc1d5
2196,Mlph
2197,Atp8a2
2198,Gm46189
2199,Csnk2a1
2200,1200007C13Rik
2201,Polr2m
2202,Hif3a
2203,Plxna2
2204,Cd300ld
2205,Saa2
2206,Pakap
2207,Gm34589
2208,Fam167b
2209,Fam71a
2210,Pum2
2211,Pianp
2212,Utrn
2213,Ambra1
2214,Rbm6
2215,Gm13291
2216,C530008M17Rik
2217,Fgfr2
2218,Gm48066
2219,Slc25a3
2220,Ndufb5
2221,Car14
2222,Tgif1
2223,Phyhipl
2224,Vcam1
2225,Gm43821
2226,Kcnn2
2227,Dgkg
2228,Cox5a
2229,Nrp1
2230,Ddx6
2231,Slc6a20a
2232,Naip2
2233,Scaper
2234,Srsf5
2235,Mbnl1
2236,Kcnj6
2237,Sash3
2238,Clmn
2239,Epha7
2240,Gm3764
2241,Tmem212
2242,Dsp
2243,Cobl
2244,Apobec1
2245,Selenof
2246,Scn3a
2247,Slc9a9
2248,Tusc3
2249,Ndst3
2250,4930523C07Rik
2251,Meis1
2252,Gimap1
2253,Oaf
2254,Fam219a
2255,Chmp4b
2256,Rb1cc1
2257,Gm38171
2258,Frk
2259,Dync1h1
2260,Prex2
2261,Mtdh
2262,Cux1
2263,Atp2c1
2264,Tmem140
2265,Brinp2
2266,Adora1
2267,Smagp
2268,Mkln1
2269,Irgm2
2270,Akr1c12
2271,Rbm26
2272,Plp1
2273,Stxbp5
2274,Tubb5
2275,Slit2
2276,Iigp1
2277,Gm10635
2278,Ttll8
2279,Siglece
2280,Sdha
2281,Papola
2282,Pcmt1
2283,Ceacam11
2284,Gm28905
2285,Eomes
2286,Msr1
2287,C030018K13Rik
2288,Tmem151a
2289,Anp32a
2290,Ifi44
2291,Arhgap21
2292,Gm32591
2293,Gm21943
2294,Nfe2l1
2295,Rpl22
2296,Ppara
2297,Chd6
2298,Igf1
2299,Gm29343
2300,Zfp474
2301,Mgat5
2302,Rab11fip2
2303,Pax7
2304,Foxe3
2305,Ctsc
2306,Atp5f1
2307,Slc40a1
2308,Adcy4
2309,Fnbp1l
2310,Gatad2b
2311,5330439B14Rik
2312,Dstn
2313,Trav7-5
2314,Tm9sf3
2315,Gbp3
2316,Adgrb1
2317,Icam2
2318,Clta
2319,Ulk2
2320,Prpf4b
2321,Lgals9
2322,Ucp2
2323,Arid5b
2324,Bri3
2325,Gapdh
2326,Gldc
2327,Cend1
2328,Mtus2
2329,3830403N18Rik
2330,Pvalb
2331,Rap1gap2
2332,Map1lc3b
2333,Tac1
2334,Lmo3
2335,Adrb2
2336,Bsg
2337,2210417A02Rik
2338,AU021092
2339,Arl8a
2340,Osbpl9
2341,Mapk4
2342,Xlr
2343,Pdxp
2344,Prdx5
2345,Tlr4
2346,Bach2
2347,Dynlrb1
2348,Gm33370
2349,Ndufb2
2350,Ndnf
2351,Fam20a
2352,Gm41071
2353,Gp9
2354,Arhgap44
2355,Stk32a
2356,Gm50424
2357,Jakmip2
2358,Gm16064
2359,Taok3
2360,Cox14
2361,Gm17268
2362,Vps13a
2363,Insc
2364,Itpripl2
2365,Gm5420
2366,Ncf4
2367,Gm14950
2368,Gm28417
2369,St3gal5
2370,Lnpep
2371,Irf8
2372,Slco1b2
2373,Cdk5r2
2374,Cnot4
2375,Phip
2376,Gbp5
2377,E330020D12Rik
2378,Rnf220
2379,Rassf2
2380,Olfr1015
2381,Gabarap
2382,6030468B19Rik
2383,Zbtb16
2384,Hap1
2385,Lamb2
2386,Rnf7
2387,Trp63
2388,Ogdh
2389,Dmtn
2390,Psma3
2391,Ccny
2392,Slc35f3
2393,Prkd1
2394,Rheb
2395,Hdac8
2396,Usp22
2397,Gm30329
2398,Baiap3
2399,Prkcg
2400,Flywch1
2401,H2-K1
2402,Cmklr1
2403,Tagln2
2404,Lypd1
2405,Nhsl1
2406,Cd79b
2407,Senp6
2408,Gm28821
2409,Svep1
2410,Gabra4
2411,Gm1673
2412,Man1a
2413,Esrrg
2414,Sbno1
2415,Scai
2416,Igkv1-99
2417,Rabgap1
2418,Foxl2
2419,Impad1
2420,Ndufb10
2421,Gm15523
2422,Clock
2423,Mmp14
2424,Gng5
2425,Snx10
2426,Cyp2j9
2427,Nr2f1
2428,Olfr1030
2429,Olfr1029
2430,Hvcn1
2431,Tmem71
2432,Crtam
2433,Uaca
2434,Ncl
2435,Trim12a
2436,Klk6
2437,Lrba
2438,Atp6v0d1
2439,Tnfaip8
2440,Abtb2
2441,Ppp1r1a
2442,Tnni2
2443,Slc2a5
2444,Gm27201
2445,Arl11
2446,Oaz2
2447,Pbxip1
2448,Swi5
2449,Coa3
2450,Diras2
2451,Flrt2
2452,Spin1
2453,Itga9
2454,Slc52a3
2455,Fchsd2
2456,Ptpn18
2457,Gm29291
2458,Acot11
2459,Heph
2460,Ube2h
2461,Yaf2
2462,Rfx3
2463,Rarres2
2464,Bcl2a1c
2465,Gng12
2466,Hnrnpc
2467,Hspa4
2468,Cplane1
2469,Slc39a10
2470,Pdcd4
2471,Mff
2472,Hspg2
2473,Gtf2i
2474,Tnfrsf17
2475,Ppp1r12b
2476,Gm15232
2477,Snai1
2478,C230072F16Rik
2479,Kcnmb1
2480,Ngef
2481,Lgr6
2482,Ube2ql1
2483,Slc25a12
2484,Rftn2
2485,Lcp2
2486,Nmt2
2487,Tgfa
2488,Acss1
2489,Gm13266
2490,Pbrm1
2491,AY036118
2492,Slc14a1
2493,Hdgf
2494,Kcnq2
2495,Gm12239
2496,Gtdc1
2497,Spred2
2498,Tent5c
2499,Naip6
2500,Cdh6
2501,1700025G04Rik
2502,Dio2
2503,Gjc2
2504,Pakap
2505,Psmb8
2506,Sim1
2507,Scg2
2508,Gm11998
2509,Hook3
2510,Luzp1
2511,Hcar2
2512,Cd81
2513,Igsf11
2514,Cdh9
2515,Lhx6
2516,Mecp2
2517,Dzip3
2518,Helz
2519,Sod2
2520,Raph1
2521,Olfr790
2522,Trip12
2523,Atp2a3
2524,Bnc2
2525,Ugt1a6b
2526,Gm4951
2527,Actr3
2528,Gm29683
2529,Selenot
2530,Dmxl1
2531,Lrp1
2532,Gm47850
2533,Ssbp3
2534,Csgalnact1
2535,Cnbp
2536,4932438A13Rik
2537,Eps15
2538,Cers6
2539,Gulp1
2540,Arpc5l
2541,Calcr
2542,2010300C02Rik
2543,Zmym4
2544,Chd5
2545,Tlr1
2546,Gm49793
2547,5430427O19Rik
2548,Evl
2549,Mapk8ip3
2550,Tlr2
2551,1500004A13Rik
2552,Ankrd33b
2553,Dmxl2
2554,Ylpm1
2555,Vmp1
2556,Tecrl
2557,Serpine2
2558,Slc7a7
2559,Ppme1
2560,Tmem252
2561,1600022D10Rik
2562,Alk
2563,Hs3st5
2564,Brwd1
2565,Atxn2
2566,Abca8a
2567,Scmh1
2568,Syn3
2569,Efr3b
2570,Uqcrb
2571,Trim35
2572,Hmgn1
2573,Tceal9
2574,S100b
2575,Fyn
2576,Unc45b
2577,Srek1
2578,Il6ra
2579,Gm37073
2580,Epha2
2581,Sox7
2582,Nudt4
2583,Batf
2584,Adamtsl1
2585,Csf2rb2
2586,Rock1
2587,Ighm
2588,Tmem178
2589,Celrr
2590,Clip1
2591,Tgoln1
2592,Zfp462
2593,H2-Ob
2594,Gm14012
2595,Slc7a14
2596,Cnn2
2597,Zfp608
2598,Gm47389
2599,Vat1l
2600,Ndufa3
2601,Tec
2602,Gm28260
2603,Aox1
2604,Guk1
2605,Map2k1
2606,Cyp1b1
2607,Susd4
2608,Got1
2609,Ahnak
2610,Ddx3x
2611,Akr1c14
2612,Notum
2613,Mef2d
2614,Tlr3
2615,Gm28286
2616,Atxn10
2617,Dbi
2618,Cnr1
2619,Ociad1
2620,Myh10
2621,Hipk2
2622,Syndig1
2623,Nckap5
2624,Ube2w
2625,Ptpra
2626,Syt6
2627,Npas2
2628,Cpeb4
2629,Prkd3
2630,Gm48061
2631,Atp6ap1
2632,Tcim
2633,Atp5g2
2634,H2-Oa
2635,9930021J03Rik
2636,Vwc2
2637,Il2ra
2638,Gpr84
2639,Trpc5
2640,Chst9
2641,Ppp2r1a
2642,Fut8
2643,Metrn
2644,Pafah1b2
2645,Cacng3
2646,Rps6ka3
2647,Gm15736
2648,Ndufs6
2649,Gm15635
2650,Eif3a
2651,Tut4
2652,Pip5k1c
2653,Clasp1
2654,Smg6
2655,Rab11fip4
2656,Olfr142
2657,Pds5b
2658,Ablim2
2659,Ago3
2660,Ube2n
2661,Srrm4
2662,Aldh1a1
2663,Gm27048
2664,Dao
2665,Atp5c1
2666,Dtnb
2667,Rack1
2668,Plekhb2
2669,Zmiz1
2670,Traj28
2671,Tlr6
2672,Omt2a
2673,Olfr1058
2674,Eps8
2675,Glrp1
2676,Pecam1
2677,Trim30b
2678,Lcorl
2679,Col4a5
2680,Tcf7l1
2681,Cnih3
2682,Gm32098
2683,Ube3c
2684,Entpd1
2685,Col25a1
2686,Marcksl1
2687,Rab31
2688,Tff2
2689,Cd248
2690,Ybx1
2691,Fam131a
2692,Plcl2
2693,Wasl
2694,Eloc
2695,Ppfibp2
2696,Mcam
2697,Gm34280
2698,Oga
2699,Gm43763
2700,Gdap1
2701,Gbp7
2702,Ddx17
2703,Hs6st2
2704,5033421B08Rik
2705,BC005537
2706,Olfml1
2707,Arhgap9
2708,Sh3rf3
2709,Herc3
2710,Trim5
2711,Ifi204
2712,Brd4
2713,Gata3
2714,Rapgef6
2715,Rbms1
2716,Got2
2717,Mal2
2718,Ticam2
2719,Tubb3
2720,Tmem256
2721,Wnk2
2722,Pgm5
2723,Gm26978
2724,Pde1c
2725,Unc13a
2726,Ubc
2727,Gsdmd
2728,Cdc42ep1
2729,Cnrip1
2730,Osbpl8
2731,Esyt2
2732,Sash1
2733,F9
2734,Bicral
2735,Gm17034
2736,Inpp4a
2737,Rab5a
2738,Ndst4
2739,Myl12b
2740,Krit1
2741,Vstm2a
2742,Pdzd2
2743,Nxn
2744,Scrn1
2745,Ica1
2746,Tmem234
2747,Ndufs4
2748,Crh
2749,Pld1
2750,Axl
2751,Sqstm1
2752,Doxl1
2753,Id4
2754,Nfatc4
2755,Trim30d
2756,Cplx3
2757,Atp6v1d
2758,Gm50312
2759,Arhgap27os3
2760,Wdr33
2761,Mapre3
2762,Tdpoz1
2763,Bnip3l
2764,Dcaf6
2765,Lcp1
2766,Olfr110
2767,Apbb1
2768,Gde1
2769,Gprc5c
2770,Gm37800
2771,Was
2772,2210408F21Rik
2773,Hlx
2774,Med13l
2775,Olfr766-ps1
2776,Tbca
2777,Itpripl1
2778,Fzd3
2779,Trim12c
2780,Numb
2781,Col27a1
2782,Rasl10a
2783,Gm44067
2784,Btbd11
2785,Tecr
2786,Gm47731
2787,Ipcef1
2788,Olfr111
2789,A4galt
2790,Naip5
2791,Sesn3
2792,Smap2
2793,Atp5d
2794,Gm44752
2795,Sox2
2796,Gm49678
2797,Rnf157
2798,Nwd1
2799,Cldn14
2800,Rpe65
2801,Ly6e
2802,Gm10561
2803,Cd300c
2804,Abca1
2805,Itch
2806,Sema3e
2807,Tmbim6
2808,Emid1
2809,Sp8
2810,Htr1f
2811,Ramp1
2812,Smarcc2
2813,Smap1
2814,Ythdc1
2815,Zmat2
2816,Faf1
2817,Gm13470
2818,Gm11627
2819,Otx2
2820,Rxfp1
2821,Ccl21c
2822,Mapk8ip2
2823,Tiam1
2824,Hoxb8
2825,Cdh4
2826,Abcg3
2827,Adar
2828,Sp110
2829,Srp14
2830,Slc9a3r1
2831,Tnnt1
2832,Clec4d
2833,Ube2v2
2834,Pde3a
2835,Pan3
2836,Cracr2b
2837,Sptbn4
2838,Gm43936
2839,Arsg
2840,Eddm3b
2841,Zfp106
2842,Gm4258
2843,Arhgap20
2844,Ift20
2845,Gfod1
2846,Pias1
2847,Gbp4
2848,Flvcr2
2849,Olfr1105
2850,Zdhhc20
2851,Kcnk13
2852,Sv2c
2853,Mall
2854,Galnt14
2855,Psat1
2856,Gm19708
2857,Ube2r2
2858,Olfr297
2859,Lgi4
2860,S100a11
2861,Rsf1
2862,Sgk1
2863,4930403D09Rik
2864,Rims3
2865,Gm39465
2866,Kcnc1
2867,Mtss1
2868,Gm11999
2869,Ier5
2870,Il6
2871,Abcc3
2872,Mlxipl
2873,St6gal1
2874,Mcc
2875,Kras
2876,Gal3st1
2877,Megf9
2878,Ajuba
2879,Igfbp6
2880,Cyld
2881,Vcp
2882,Dpf3
2883,Fhod3
2884,Fmo1
2885,Lonrf2
2886,Samd4
2887,Map7
2888,Fryl
2889,Tpr
2890,Sarnp
2891,Zfhx4
2892,2210408I21Rik
2893,Sntb1
2894,Lox
2895,Slc8a2
2896,Snph
2897,Phf3
2898,Itsn2
2899,Chd4
2900,Gm50130
2901,Rgs20
2902,Sept11
2903,Gm11368
2904,Itsn1
2905,Rbbp6
2906,Cdc37l1
2907,Zfp91
2908,Upk1b
2909,Wdr17
2910,1700020N01Rik
2911,Fam174a
2912,Gm48065
2913,Ecpas
2914,Gm29187
2915,Olfr32
2916,Arid4a
2917,Sh3tc1
2918,Cdc42se2
2919,Dgkz
2920,Gfra1
2921,Parm1
2922,Afdn
2923,Ap1s1
2924,Bloodlinc
2925,Srrm1
2926,Chp2
2927,Gli1
2928,Zfand3
2929,Wipf3
2930,Psme4
2931,Ripk3
2932,Apobec3
2933,Bco2
2934,Necap1
2935,Aldoc
2936,Hmgn3
2937,Gm16233
2938,Nenf
2939,Ppp1r2
2940,Ptpn5
2941,Sidt1
2942,Castor2
2943,2900040C04Rik
2944,Rabl6
2945,Crim1
2946,Sod3
2947,Traf3ip3
2948,Hnrnph1
2949,Erc1
2950,Arpc1a
2951,Tomm70a
2952,Eif2s2
2953,Ggnbp2
2954,Med12l
2955,Ppp1r3b
2956,Emp2
2957,Slc2a4
2958,Atp9b
2959,Ripor2
2960,Atcay
2961,Aqp9
2962,Tmem191c
2963,Padi2
2964,Umad1
2965,H2-Q4
2966,Gm31615
2967,Slamf9
2968,Syngr3
2969,Kctd1
2970,Oasl2
2971,Olfr487
2972,Tlr8
2973,Zswim6
2974,Paqr6
2975,C430049B03Rik
2976,BC028528
2977,Rsad2
2978,Cers4
2979,Ust
2980,Zbtb38
2981,Fnip1
2982,Ip6k1
2983,Epm2aip1
2984,Mib1
2985,Vav3
2986,Gm48879
2987,Psme2b
2988,Rfx7
2989,Otub1
2990,Mbtd1
2991,C1ql2
2992,Neto2
2993,Ncs1
2994,Gab2
2995,Ube2v1
2996,Ralgapa2
2997,Kpna1
2998,Gstm1
2999,Eya4
3000,Atp6ap2
3001,Neo1
3002,Ankfn1
3003,Ddx60
3004,Gnai2
3005,Entpd2
3006,Ndufv3
3007,Ceacam1
3008,Cbln1
3009,Lcat
3010,Asph
3011,Chchd3
3012,Fgfr1op2
3013,Lcor
3014,Slc23a2
3015,Gm34342
3016,Gm10521
3017,E030025P04Rik
3018,Rhbdf2
3019,Rab20
3020,Cdh23
3021,Chka
3022,1700084M14Rik
3023,Srsf3
3024,Tnfrsf14
3025,Hapln1
3026,Il18
3027,Pdlim4
3028,1700018A04Rik
3029,Fkbp2
3030,Tln2
3031,Pon3
3032,Plscr2
3033,Tmem229a
3034,Immp2l
3035,Epha3
3036,Gm43121
3037,Rundc3a
3038,Ndfip2
3039,A2m
3040,Cldn34b2
3041,Tmem221
3042,Gimap3
3043,Tanc1
3044,Baalc
3045,Gm26512
3046,Pantr1
3047,Mindy2
3048,Vamp4
3049,Slc39a8
3050,Gm49048
3051,Gbp2
3052,Dleu2
3053,Prkaca
3054,Cp
3055,Cltb
3056,Setd7
3057,Hspa12a
3058,Zdhhc2
3059,Ndufab1
3060,Ndrg2
3061,C2cd5
3062,Chd2
3063,Trbc2
3064,Mark2
3065,Adgrl2
3066,Ubr5
3067,Mapk9
3068,Itga6
3069,Slc6a5
3070,Lamp5
3071,Khdrbs1
3072,Mbp
3073,Adarb1
3074,Ier3ip1
3075,Thoc7
3076,Magi3
3077,Vgf
3078,Arid1a
3079,Svil
3080,Pgbd5
3081,Nsd2
3082,Nat8l
3083,Ms4a6c
3084,Adam3
3085,Efnb3
3086,Tpm3
3087,Il1rl1
3088,Aff2
3089,Ssr1
3090,Pik3ca
3091,Frmd8
3092,Mir124-2hg
3093,Fubp1
3094,Inpp5f
3095,Pcolce
3096,Acyp2
3097,Acaca
3098,Zc3h13
3099,Maged1
3100,Birc3
3101,Gm38505
3102,Zcchc17
3103,Tmem125
3104,Mgst1
3105,Prkag2
3106,Olfr180
3107,Gapvd1
3108,Ttc28
3109,Gtf2h5
3110,Zfp704
3111,Nars
3112,Psmb9
3113,Fbxo9
3114,Jazf1
3115,Mfng
3116,Dab2
3117,Gm12148
3118,Xirp1
3119,Eif3h
3120,Bod1l
3121,Gdi2
3122,Rbpms2
3123,Bank1
3124,Slc15a3
3125,Pon2
3126,Ermap
3127,Fbxl7
3128,Vstm4
3129,Apbb1ip
3130,Dpy19l1
3131,Csnk1g1
3132,Pstpip2
3133,Pde4a
3134,Mapk8
3135,Rprd1a
3136,Crmp1
3137,Sema3d
3138,Tmeff1
3139,A930009A15Rik
3140,Trim34a
3141,Sulf1
3142,Gm15889
3143,Zcchc12
3144,9930111J21Rik1
3145,Nacc2
3146,Pomp
3147,Arfgef1
3148,Slco3a1
3149,Rap1gap
3150,Ttyh1
3151,4930466I24Rik
3152,Gpa33
3153,Gm2916
3154,Mlip
3155,Ptpn6
3156,Il15
3157,Rsrc2
3158,Irf7
3159,P2ry10
3160,Tmbim1
3161,Fam168b
3162,Gm28881
3163,Fxyd7
3164,Kcnj16
3165,Hk1
3166,Gcc2
3167,Dennd5a
3168,Htr3a
3169,Nfatc1
3170,Ifi209
3171,6330411D24Rik
3172,Kat6b
3173,Pacs1
3174,Cspg5
3175,Lpp
3176,Vwc2l
3177,1700095K22Rik
3178,Grb10
3179,Btbd17
3180,Gm2511
3181,Tsn
3182,Cstf3
3183,Tuba1c
3184,Tnks2
3185,Gm4491
3186,Psmc5
3187,Myo16
3188,Tlcd1
3189,Gm45431
